"","X","teamRslt","teamAST","teamTO","teamSTL","teamBLK","teamPF","teamFG.","team2P.","team3P.","teamFT.","teamTRB","opptAST","opptTO","opptSTL","opptBLK","opptPF","opptFG.","oppt2P.","oppt3P.","opptFT.","opptTRB"
"193",193,"Win",28,8,9,5,24,0.5062,0.5846,0.1875,1,34,24,14,6,1,15,0.4595,0.4769,0.3333,0.7742,40
"194",194,"Loss",24,14,6,1,15,0.4595,0.4769,0.3333,0.7742,40,28,8,9,5,24,0.5062,0.5846,0.1875,1,34
"195",195,"Win",26,11,4,4,24,0.5056,0.5147,0.4762,0.65,44,25,11,5,6,20,0.45,0.5217,0.3529,0.7879,40
"196",196,"Loss",25,11,5,6,20,0.45,0.5217,0.3529,0.7879,40,26,11,4,4,24,0.5056,0.5147,0.4762,0.65,44
"197",197,"Win",20,18,8,7,22,0.4615,0.52,0.2667,0.8125,49,16,10,7,2,20,0.3625,0.3906,0.25,0.8,35
"198",198,"Loss",16,10,7,2,20,0.3625,0.3906,0.25,0.8,35,20,18,8,7,22,0.4615,0.52,0.2667,0.8125,49
"199",199,"Loss",26,15,2,10,21,0.5395,0.5667,0.4375,0.6111,43,29,6,6,4,19,0.4574,0.439,0.5833,0.8095,40
"200",200,"Win",29,6,6,4,19,0.4574,0.439,0.5833,0.8095,40,26,15,2,10,21,0.5395,0.5667,0.4375,0.6111,43
"201",201,"Win",20,17,14,4,22,0.443,0.459,0.3889,0.8182,41,15,20,13,6,19,0.3614,0.4,0.2609,0.8077,47
"202",202,"Loss",15,20,13,6,19,0.3614,0.4,0.2609,0.8077,47,20,17,14,4,22,0.443,0.459,0.3889,0.8182,41
"203",203,"Win",15,9,11,1,14,0.4881,0.5333,0.375,0.7273,31,28,20,7,5,9,0.4933,0.5246,0.3571,0.5882,42
"204",204,"Loss",28,20,7,5,9,0.4933,0.5246,0.3571,0.5882,42,15,9,11,1,14,0.4881,0.5333,0.375,0.7273,31
"205",205,"Win",13,14,4,1,23,0.3611,0.3333,0.5,0.8421,45,14,12,8,7,16,0.32,0.3167,0.3333,0.76,49
"206",206,"Loss",14,12,8,7,16,0.32,0.3167,0.3333,0.76,49,13,14,4,1,23,0.3611,0.3333,0.5,0.8421,45
"207",207,"Loss",18,17,5,10,24,0.2976,0.3774,0.1613,0.6563,50,17,13,8,7,20,0.3974,0.4308,0.2308,0.8438,50
"208",208,"Win",17,13,8,7,20,0.3974,0.4308,0.2308,0.8438,50,18,17,5,10,24,0.2976,0.3774,0.1613,0.6563,50
"209",209,"Loss",16,12,10,0,26,0.4368,0.4795,0.2143,0.8462,35,27,13,5,10,23,0.5455,0.6727,0.2273,0.8065,39
"210",210,"Win",27,13,5,10,23,0.5455,0.6727,0.2273,0.8065,39,16,12,10,0,26,0.4368,0.4795,0.2143,0.8462,35
"211",211,"Win",20,17,9,5,18,0.4861,0.4667,0.5185,0.8636,44,19,13,7,4,20,0.4675,0.5303,0.0909,0.6842,33
"212",212,"Loss",19,13,7,4,20,0.4675,0.5303,0.0909,0.6842,33,20,17,9,5,18,0.4861,0.4667,0.5185,0.8636,44
"213",213,"Win",22,8,13,5,17,0.3889,0.4,0.35,0.6364,38,18,17,5,9,14,0.4189,0.463,0.3,0.6364,48
"214",214,"Loss",18,17,5,9,14,0.4189,0.463,0.3,0.6364,48,22,8,13,5,17,0.3889,0.4,0.35,0.6364,38
"215",215,"Win",27,18,3,7,25,0.4795,0.4848,0.4286,0.6774,57,15,4,10,4,21,0.2976,0.2941,0.3125,0.6563,38
"216",216,"Loss",15,4,10,4,21,0.2976,0.2941,0.3125,0.6563,38,27,18,3,7,25,0.4795,0.4848,0.4286,0.6774,57
"217",217,"Loss",18,13,3,6,19,0.4024,0.3881,0.4667,0.7143,48,24,9,8,4,17,0.5,0.5161,0.4,0.7586,33
"218",218,"Win",24,9,8,4,17,0.5,0.5161,0.4,0.7586,33,18,13,3,6,19,0.4024,0.3881,0.4667,0.7143,48
"219",219,"Win",15,18,11,12,26,0.4524,0.5,0.25,0.6429,43,20,17,7,11,14,0.3827,0.4194,0.2632,0.5405,53
"220",220,"Loss",20,17,7,11,14,0.3827,0.4194,0.2632,0.5405,53,15,18,11,12,26,0.4524,0.5,0.25,0.6429,43
"221",221,"Win",22,8,6,3,23,0.4731,0.4868,0.4118,0.8571,39,23,15,6,6,19,0.4861,0.4915,0.4615,0.8077,40
"222",222,"Loss",23,15,6,6,19,0.4861,0.4915,0.4615,0.8077,40,22,8,6,3,23,0.4731,0.4868,0.4118,0.8571,39
"223",223,"Loss",17,11,6,8,16,0.4048,0.4333,0.3333,0.9524,38,19,12,3,7,17,0.45,0.5098,0.3448,0.8182,40
"224",224,"Win",19,12,3,7,17,0.45,0.5098,0.3448,0.8182,40,17,11,6,8,16,0.4048,0.4333,0.3333,0.9524,38
"225",225,"Loss",19,20,3,4,18,0.375,0.4167,0.25,0.6452,53,24,6,11,8,22,0.4176,0.4667,0.1875,0.8,46
"226",226,"Win",24,6,11,8,22,0.4176,0.4667,0.1875,0.8,46,19,20,3,4,18,0.375,0.4167,0.25,0.6452,53
"227",227,"Loss",24,17,8,4,24,0.4815,0.4815,0.4815,0.9091,34,20,13,6,4,15,0.5,0.5373,0.2727,0.7879,40
"228",228,"Win",20,13,6,4,15,0.5,0.5373,0.2727,0.7879,40,24,17,8,4,24,0.4815,0.4815,0.4815,0.9091,34
"229",229,"Win",26,15,7,5,21,0.5,0.5,0.5,0.72,46,19,15,6,6,27,0.4,0.4286,0.2857,0.9412,51
"230",230,"Loss",19,15,6,6,27,0.4,0.4286,0.2857,0.9412,51,26,15,7,5,21,0.5,0.5,0.5,0.72,46
"231",231,"Loss",21,12,11,4,18,0.4359,0.4909,0.3043,0.7222,29,23,23,7,1,22,0.4648,0.5283,0.2778,0.84,44
"232",232,"Win",23,23,7,1,22,0.4648,0.5283,0.2778,0.84,44,21,12,11,4,18,0.4359,0.4909,0.3043,0.7222,29
"233",233,"Loss",22,19,11,6,25,0.4545,0.4643,0.4286,0.7241,36,22,19,11,8,25,0.4861,0.4902,0.4762,0.8438,38
"234",234,"Win",22,19,11,8,25,0.4861,0.4902,0.4762,0.8438,38,22,19,11,6,25,0.4545,0.4643,0.4286,0.7241,36
"235",235,"Loss",17,14,8,3,24,0.4667,0.4516,0.5385,0.8,44,19,11,7,7,18,0.4235,0.4444,0.3636,0.7857,47
"236",236,"Win",19,11,7,7,18,0.4235,0.4444,0.3636,0.7857,47,17,14,8,3,24,0.4667,0.4516,0.5385,0.8,44
"237",237,"Win",17,7,6,6,19,0.4588,0.4667,0.44,0.6522,40,21,13,4,7,20,0.4368,0.5172,0.2759,0.7619,48
"238",238,"Loss",21,13,4,7,20,0.4368,0.5172,0.2759,0.7619,48,17,7,6,6,19,0.4588,0.4667,0.44,0.6522,40
"239",239,"Win",24,11,5,9,14,0.4675,0.46,0.4815,0.8125,29,19,14,6,7,20,0.4205,0.4559,0.3,0.6842,48
"240",240,"Loss",19,14,6,7,20,0.4205,0.4559,0.3,0.6842,48,24,11,5,9,14,0.4675,0.46,0.4815,0.8125,29
"241",241,"Loss",23,11,8,6,15,0.4444,0.4915,0.3182,0.7778,40,20,11,5,7,19,0.4598,0.4348,0.5556,0.9,43
"242",242,"Win",20,11,5,7,19,0.4598,0.4348,0.5556,0.9,43,23,11,8,6,15,0.4444,0.4915,0.3182,0.7778,40
"243",243,"Win",27,15,7,3,17,0.4944,0.5139,0.4118,0.8824,44,21,14,8,4,18,0.5366,0.5676,0.25,0.8,30
"244",244,"Loss",21,14,8,4,18,0.5366,0.5676,0.25,0.8,30,27,15,7,3,17,0.4944,0.5139,0.4118,0.8824,44
"245",245,"Loss",16,12,3,5,23,0.3704,0.4118,0.1538,0.84,44,23,9,11,5,15,0.4699,0.4925,0.375,0.6129,46
"246",246,"Win",23,9,11,5,15,0.4699,0.4925,0.375,0.6129,46,16,12,3,5,23,0.3704,0.4118,0.1538,0.84,44
"247",247,"Win",31,14,7,7,24,0.5405,0.5778,0.4828,0.8,36,23,12,7,4,20,0.4231,0.3939,0.5833,0.7857,40
"248",248,"Loss",23,12,7,4,20,0.4231,0.3939,0.5833,0.7857,40,31,14,7,7,24,0.5405,0.5778,0.4828,0.8,36
"249",249,"Win",21,16,3,5,26,0.5059,0.5857,0.1333,0.6923,50,19,12,6,12,23,0.4304,0.4426,0.3889,0.7931,34
"250",250,"Loss",19,12,6,12,23,0.4304,0.4426,0.3889,0.7931,34,21,16,3,5,26,0.5059,0.5857,0.1333,0.6923,50
"251",251,"Loss",18,13,7,6,26,0.5139,0.6038,0.2632,0.7619,34,15,14,7,6,24,0.4868,0.5246,0.3333,0.8125,35
"252",252,"Win",15,14,7,6,24,0.4868,0.5246,0.3333,0.8125,35,18,13,7,6,26,0.5139,0.6038,0.2632,0.7619,34
"253",253,"Win",24,15,8,5,14,0.5526,0.5574,0.5333,0.7407,42,25,14,11,0,22,0.4588,0.4769,0.4,0.7143,37
"254",254,"Loss",25,14,11,0,22,0.4588,0.4769,0.4,0.7143,37,24,15,8,5,14,0.5526,0.5574,0.5333,0.7407,42
"255",255,"Loss",24,18,9,3,29,0.4659,0.5079,0.36,0.8387,47,21,16,4,8,24,0.5116,0.5574,0.4,0.7241,37
"256",256,"Win",21,16,4,8,24,0.5116,0.5574,0.4,0.7241,37,24,18,9,3,29,0.4659,0.5079,0.36,0.8387,47
"257",257,"Loss",27,15,8,8,25,0.4891,0.5128,0.3571,0.4667,38,25,12,7,9,15,0.4719,0.5,0.381,0.7857,48
"258",258,"Win",25,12,7,9,15,0.4719,0.5,0.381,0.7857,48,27,15,8,8,25,0.4891,0.5128,0.3571,0.4667,38
"259",259,"Loss",22,15,7,4,23,0.4286,0.4583,0.3636,0.6774,35,37,13,7,2,23,0.5658,0.6066,0.4,0.7895,37
"260",260,"Win",37,13,7,2,23,0.5658,0.6066,0.4,0.7895,37,22,15,7,4,23,0.4286,0.4583,0.3636,0.6774,35
"261",261,"Loss",18,16,7,4,20,0.3371,0.3733,0.1429,0.8182,45,21,14,10,10,20,0.4933,0.5424,0.3125,0.7333,41
"262",262,"Win",21,14,10,10,20,0.4933,0.5424,0.3125,0.7333,41,18,16,7,4,20,0.3371,0.3733,0.1429,0.8182,45
"263",263,"Win",18,19,7,6,13,0.378,0.3973,0.2222,0.7037,60,18,15,10,6,20,0.3647,0.3768,0.3125,0.75,44
"264",264,"Loss",18,15,10,6,20,0.3647,0.3768,0.3125,0.75,44,18,19,7,6,13,0.378,0.3973,0.2222,0.7037,60
"265",265,"Win",17,16,10,7,23,0.3875,0.4394,0.1429,0.8824,44,17,18,7,5,25,0.3765,0.3889,0.3077,0.6786,46
"266",266,"Loss",17,18,7,5,25,0.3765,0.3889,0.3077,0.6786,46,17,16,10,7,23,0.3875,0.4394,0.1429,0.8824,44
"267",267,"Win",26,22,6,14,19,0.5135,0.549,0.4348,0.85,42,21,11,12,4,15,0.375,0.3944,0.32,0.75,38
"268",268,"Loss",21,11,12,4,15,0.375,0.3944,0.32,0.75,38,26,22,6,14,19,0.5135,0.549,0.4348,0.85,42
"269",269,"Loss",32,20,4,2,26,0.5325,0.5536,0.4762,0.9545,36,28,12,9,4,18,0.4624,0.4412,0.52,0.75,41
"270",270,"Win",28,12,9,4,18,0.4624,0.4412,0.52,0.75,41,32,20,4,2,26,0.5325,0.5536,0.4762,0.9545,36
"271",271,"Loss",19,22,8,2,19,0.5,0.5224,0.3636,0.6923,39,33,14,11,6,21,0.5341,0.5082,0.5926,0.8,40
"272",272,"Win",33,14,11,6,21,0.5341,0.5082,0.5926,0.8,40,19,22,8,2,19,0.5,0.5224,0.3636,0.6923,39
"273",273,"Win",20,19,10,3,21,0.5352,0.5769,0.4211,0.6842,36,16,17,13,3,18,0.4304,0.4754,0.2778,0.7143,38
"274",274,"Loss",16,17,13,3,18,0.4304,0.4754,0.2778,0.7143,38,20,19,10,3,21,0.5352,0.5769,0.4211,0.6842,36
"275",275,"Loss",21,19,4,7,18,0.3944,0.3922,0.4,0.6667,47,19,9,9,4,15,0.3667,0.4,0.28,0.7895,48
"276",276,"Win",19,9,9,4,15,0.3667,0.4,0.28,0.7895,48,21,19,4,7,18,0.3944,0.3922,0.4,0.6667,47
"277",277,"Loss",18,16,2,1,22,0.4,0.4179,0.3077,0.8571,40,22,10,8,6,21,0.475,0.5,0.3889,0.6087,40
"278",278,"Win",22,10,8,6,21,0.475,0.5,0.3889,0.6087,40,18,16,2,1,22,0.4,0.4179,0.3077,0.8571,40
"279",279,"Loss",14,16,6,4,16,0.3571,0.3906,0.25,0.9333,48,27,12,8,9,15,0.425,0.4167,0.45,0.75,41
"280",280,"Win",27,12,8,9,15,0.425,0.4167,0.45,0.75,41,14,16,6,4,16,0.3571,0.3906,0.25,0.9333,48
"281",281,"Win",22,10,8,6,18,0.48,0.5345,0.2941,0.88,33,13,17,6,4,24,0.4625,0.5,0.3333,0.5263,42
"282",282,"Loss",13,17,6,4,24,0.4625,0.5,0.3333,0.5263,42,22,10,8,6,18,0.48,0.5345,0.2941,0.88,33
"283",283,"Loss",23,13,8,4,18,0.5244,0.5758,0.3125,0.8182,35,31,12,9,3,16,0.506,0.4603,0.65,0.8462,40
"284",284,"Win",31,12,9,3,16,0.506,0.4603,0.65,0.8462,40,23,13,8,4,18,0.5244,0.5758,0.3125,0.8182,35
"285",285,"Loss",12,18,7,0,21,0.4507,0.5185,0.2353,0.7895,30,23,17,8,1,22,0.5417,0.5738,0.3636,0.8077,39
"286",286,"Win",23,17,8,1,22,0.5417,0.5738,0.3636,0.8077,39,12,18,7,0,21,0.4507,0.5185,0.2353,0.7895,30
"287",287,"Loss",25,19,9,3,20,0.4933,0.5593,0.25,0.8889,35,15,16,8,1,17,0.4937,0.5263,0.4091,0.75,34
"288",288,"Win",15,16,8,1,17,0.4937,0.5263,0.4091,0.75,34,25,19,9,3,20,0.4933,0.5593,0.25,0.8889,35
"289",289,"Loss",30,15,8,1,22,0.4889,0.5224,0.3913,0.6111,42,27,13,10,3,15,0.5412,0.5692,0.45,0.6429,41
"290",290,"Win",27,13,10,3,15,0.5412,0.5692,0.45,0.6429,41,30,15,8,1,22,0.4889,0.5224,0.3913,0.6111,42
"291",291,"Loss",26,14,5,12,27,0.4731,0.5455,0.125,0.7273,39,22,17,7,5,14,0.439,0.4648,0.2727,0.9,44
"292",292,"Win",22,17,7,5,14,0.439,0.4648,0.2727,0.9,44,26,14,5,12,27,0.4731,0.5455,0.125,0.7273,39
"293",293,"Win",20,21,5,10,27,0.4857,0.6078,0.1579,0.8621,46,13,10,10,2,27,0.3563,0.3857,0.2353,0.7419,36
"294",294,"Loss",13,10,10,2,27,0.3563,0.3857,0.2353,0.7419,36,20,21,5,10,27,0.4857,0.6078,0.1579,0.8621,46
"295",295,"Loss",17,19,6,5,19,0.378,0.4028,0.2,0.5714,55,18,15,12,4,18,0.382,0.4531,0.2,0.6154,48
"296",296,"Win",18,15,12,4,18,0.382,0.4531,0.2,0.6154,48,17,19,6,5,19,0.378,0.4028,0.2,0.5714,55
"297",297,"Win",21,17,9,3,15,0.4444,0.4697,0.3333,0.7143,47,23,17,10,4,20,0.4615,0.4918,0.3529,0.8235,33
"298",298,"Loss",23,17,10,4,20,0.4615,0.4918,0.3529,0.8235,33,21,17,9,3,15,0.4444,0.4697,0.3333,0.7143,47
"299",299,"Win",13,17,7,7,20,0.4706,0.5342,0.0833,0.5789,52,16,14,7,3,19,0.3537,0.371,0.3,0.8214,42
"300",300,"Loss",16,14,7,3,19,0.3537,0.371,0.3,0.8214,42,13,17,7,7,20,0.4706,0.5342,0.0833,0.5789,52
"301",301,"Win",19,21,10,2,24,0.4066,0.4179,0.375,0.7333,62,24,17,12,11,22,0.4302,0.4154,0.4762,0.7083,43
"302",302,"Loss",24,17,12,11,22,0.4302,0.4154,0.4762,0.7083,43,19,21,10,2,24,0.4066,0.4179,0.375,0.7333,62
"303",303,"Loss",18,14,4,9,22,0.3488,0.3538,0.3333,0.7742,49,30,14,4,11,23,0.4022,0.3944,0.4286,0.8261,55
"304",304,"Win",30,14,4,11,23,0.4022,0.3944,0.4286,0.8261,55,18,14,4,9,22,0.3488,0.3538,0.3333,0.7742,49
"305",305,"Loss",28,11,2,5,20,0.4512,0.5,0.25,0.6897,48,25,8,6,10,23,0.4706,0.5082,0.375,0.8947,41
"306",306,"Win",25,8,6,10,23,0.4706,0.5082,0.375,0.8947,41,28,11,2,5,20,0.4512,0.5,0.25,0.6897,48
"307",307,"Win",19,10,6,3,20,0.4458,0.4894,0.3889,0.7368,49,16,13,2,3,21,0.4203,0.4118,0.4444,0.6667,36
"308",308,"Loss",16,13,2,3,21,0.4203,0.4118,0.4444,0.6667,36,19,10,6,3,20,0.4458,0.4894,0.3889,0.7368,49
"309",309,"Loss",24,14,7,3,26,0.4146,0.4576,0.3043,0.7143,46,23,11,5,5,18,0.4795,0.5577,0.2857,0.5135,43
"310",310,"Win",23,11,5,5,18,0.4795,0.5577,0.2857,0.5135,43,24,14,7,3,26,0.4146,0.4576,0.3043,0.7143,46
"311",311,"Loss",18,7,12,11,16,0.3605,0.3913,0.2353,0.7727,39,17,18,3,6,14,0.407,0.3492,0.5652,0.6429,55
"312",312,"Win",17,18,3,6,14,0.407,0.3492,0.5652,0.6429,55,18,7,12,11,16,0.3605,0.3913,0.2353,0.7727,39
"315",315,"Loss",15,15,5,2,16,0.3294,0.3676,0.1765,0.6818,48,24,15,3,5,23,0.4337,0.4921,0.25,0.7222,53
"316",316,"Win",24,15,3,5,23,0.4337,0.4921,0.25,0.7222,53,15,15,5,2,16,0.3294,0.3676,0.1765,0.6818,48
"317",317,"Loss",23,14,5,8,25,0.4625,0.4912,0.3913,0.7,36,21,14,7,9,21,0.4186,0.4925,0.1579,0.8214,37
"318",318,"Win",21,14,7,9,21,0.4186,0.4925,0.1579,0.8214,37,23,14,5,8,25,0.4625,0.4912,0.3913,0.7,36
"319",319,"Loss",18,11,9,3,21,0.422,0.5125,0.1724,0.75,47,25,17,7,4,13,0.4767,0.4853,0.4444,0.697,54
"320",320,"Win",25,17,7,4,13,0.4767,0.4853,0.4444,0.697,54,18,11,9,3,21,0.422,0.5125,0.1724,0.75,47
"321",321,"Loss",19,15,16,5,27,0.4301,0.4521,0.35,0.7273,45,20,19,12,5,24,0.4557,0.4464,0.4783,0.8718,44
"322",322,"Win",20,19,12,5,24,0.4557,0.4464,0.4783,0.8718,44,19,15,16,5,27,0.4301,0.4521,0.35,0.7273,45
"323",323,"Win",26,18,8,2,17,0.5844,0.6066,0.5,0.7368,41,21,12,9,5,18,0.5325,0.5507,0.375,0.8824,25
"324",324,"Loss",21,12,9,5,18,0.5325,0.5507,0.375,0.8824,25,26,18,8,2,17,0.5844,0.6066,0.5,0.7368,41
"325",325,"Loss",20,23,8,6,27,0.427,0.4493,0.35,0.7083,58,30,14,12,5,25,0.4348,0.4627,0.36,0.5714,37
"326",326,"Win",30,14,12,5,25,0.4348,0.4627,0.36,0.5714,37,20,23,8,6,27,0.427,0.4493,0.35,0.7083,58
"327",327,"Loss",20,15,11,7,22,0.4,0.4557,0.125,0.5789,48,15,23,8,6,18,0.4324,0.4545,0.3684,0.7097,45
"328",328,"Win",15,23,8,6,18,0.4324,0.4545,0.3684,0.7097,45,20,15,11,7,22,0.4,0.4557,0.125,0.5789,48
"329",329,"Win",16,20,5,8,24,0.443,0.4483,0.4286,0.8462,49,19,15,11,4,21,0.382,0.3934,0.3571,0.64,45
"330",330,"Loss",19,15,11,4,21,0.382,0.3934,0.3571,0.64,45,16,20,5,8,24,0.443,0.4483,0.4286,0.8462,49
"331",331,"Loss",25,14,10,2,17,0.5065,0.5217,0.4839,0.8182,37,22,14,8,1,18,0.4941,0.5179,0.4483,0.8095,42
"332",332,"Win",22,14,8,1,18,0.4941,0.5179,0.4483,0.8095,42,25,14,10,2,17,0.5065,0.5217,0.4839,0.8182,37
"333",333,"Loss",14,22,7,2,21,0.4026,0.4483,0.2632,0.7692,32,22,13,12,3,18,0.5974,0.65,0.4118,0.8333,35
"334",334,"Win",22,13,12,3,18,0.5974,0.65,0.4118,0.8333,35,14,22,7,2,21,0.4026,0.4483,0.2632,0.7692,32
"335",335,"Loss",16,20,6,4,22,0.4462,0.4359,0.4615,0.6923,33,23,17,9,4,27,0.5432,0.5606,0.4667,0.8182,41
"336",336,"Win",23,17,9,4,27,0.5432,0.5606,0.4667,0.8182,41,16,20,6,4,22,0.4462,0.4359,0.4615,0.6923,33
"337",337,"Loss",26,11,7,6,16,0.4578,0.5333,0.2609,0.7333,35,24,16,3,1,17,0.5333,0.55,0.4667,0.7895,43
"338",338,"Win",24,16,3,1,17,0.5333,0.55,0.4667,0.7895,43,26,11,7,6,16,0.4578,0.5333,0.2609,0.7333,35
"339",339,"Loss",19,13,8,1,24,0.4253,0.4754,0.3077,0.7333,38,21,18,5,3,30,0.5,0.4915,0.5238,0.85,36
"340",340,"Win",21,18,5,3,30,0.5,0.4915,0.5238,0.85,36,19,13,8,1,24,0.4253,0.4754,0.3077,0.7333,38
"341",341,"Win",29,22,6,15,18,0.5385,0.5536,0.5,0.4286,41,17,15,16,9,15,0.3735,0.377,0.3636,0.8077,36
"342",342,"Loss",17,15,16,9,15,0.3735,0.377,0.3636,0.8077,36,29,22,6,15,18,0.5385,0.5536,0.5,0.4286,41
"343",343,"Loss",15,20,8,7,22,0.4028,0.4545,0.2353,0.6364,45,19,16,6,3,22,0.4658,0.4833,0.3846,0.6842,35
"344",344,"Win",19,16,6,3,22,0.4658,0.4833,0.3846,0.6842,35,15,20,8,7,22,0.4028,0.4545,0.2353,0.6364,45
"345",345,"Loss",20,11,6,6,23,0.4103,0.4333,0.3333,0.8,37,17,15,4,2,22,0.4615,0.4923,0.3077,0.5769,46
"346",346,"Win",17,15,4,2,22,0.4615,0.4923,0.3077,0.5769,46,20,11,6,6,23,0.4103,0.4333,0.3333,0.8,37
"347",347,"Loss",22,17,6,7,23,0.4684,0.5636,0.25,0.8333,40,28,16,10,1,23,0.4875,0.4762,0.5294,0.875,36
"348",348,"Win",28,16,10,1,23,0.4875,0.4762,0.5294,0.875,36,22,17,6,7,23,0.4684,0.5636,0.25,0.8333,40
"349",349,"Loss",22,16,8,9,21,0.4302,0.4255,0.4359,0.8571,30,22,14,8,6,17,0.5169,0.5,0.56,0.8929,49
"350",350,"Win",22,14,8,6,17,0.5169,0.5,0.56,0.8929,49,22,16,8,9,21,0.4302,0.4255,0.4359,0.8571,30
"351",351,"Loss",19,18,6,5,28,0.4459,0.4468,0.4444,0.8333,28,23,17,10,3,26,0.5067,0.5,0.5455,0.8,39
"352",352,"Win",23,17,10,3,26,0.5067,0.5,0.5455,0.8,39,19,18,6,5,28,0.4459,0.4468,0.4444,0.8333,28
"353",353,"Win",19,10,8,2,21,0.494,0.5909,0.1176,0.9091,37,27,14,1,5,23,0.413,0.4079,0.4375,0.6667,49
"354",354,"Loss",27,14,1,5,23,0.413,0.4079,0.4375,0.6667,49,19,10,8,2,21,0.494,0.5909,0.1176,0.9091,37
"355",355,"Loss",27,19,8,6,24,0.5128,0.5192,0.5,0.8333,41,28,10,10,5,19,0.4889,0.5077,0.44,0.6316,35
"356",356,"Win",28,10,10,5,19,0.4889,0.5077,0.44,0.6316,35,27,19,8,6,24,0.5128,0.5192,0.5,0.8333,41
"357",357,"Loss",21,14,5,3,23,0.5,0.4762,0.5882,0.75,31,27,11,7,6,22,0.4337,0.4853,0.2,0.8788,43
"358",358,"Win",27,11,7,6,22,0.4337,0.4853,0.2,0.8788,43,21,14,5,3,23,0.5,0.4762,0.5882,0.75,31
"359",359,"Loss",22,14,8,5,30,0.4375,0.4444,0.4118,0.7778,45,21,12,9,7,18,0.4762,0.5385,0.2632,0.5667,39
"360",360,"Win",21,12,9,7,18,0.4762,0.5385,0.2632,0.5667,39,22,14,8,5,30,0.4375,0.4444,0.4118,0.7778,45
"361",361,"Loss",15,14,10,2,21,0.4103,0.4833,0.1667,0.7568,47,24,12,7,6,26,0.5385,0.5849,0.44,0.4444,33
"362",362,"Win",24,12,7,6,26,0.5385,0.5849,0.44,0.4444,33,15,14,10,2,21,0.4103,0.4833,0.1667,0.7568,47
"363",363,"Win",20,17,12,5,33,0.4096,0.4,0.4286,0.7778,40,21,20,11,5,28,0.3656,0.4242,0.2222,0.8205,53
"364",364,"Loss",21,20,11,5,28,0.3656,0.4242,0.2222,0.8205,53,20,17,12,5,33,0.4096,0.4,0.4286,0.7778,40
"365",365,"Loss",19,15,13,3,22,0.4267,0.4286,0.4211,0.84,37,26,19,5,2,18,0.5067,0.5345,0.4118,0.8077,39
"366",366,"Win",26,19,5,2,18,0.5067,0.5345,0.4118,0.8077,39,19,15,13,3,22,0.4267,0.4286,0.4211,0.84,37
"367",367,"Win",21,12,11,5,20,0.4432,0.4925,0.2857,0.8649,42,31,16,7,4,28,0.4945,0.5352,0.35,0.7059,43
"368",368,"Loss",31,16,7,4,28,0.4945,0.5352,0.35,0.7059,43,21,12,11,5,20,0.4432,0.4925,0.2857,0.8649,42
"369",369,"Loss",21,11,9,0,29,0.443,0.4375,0.4516,0.7273,32,21,18,5,5,25,0.5217,0.54,0.4737,0.7838,39
"370",370,"Win",21,18,5,5,25,0.5217,0.54,0.4737,0.7838,39,21,11,9,0,29,0.443,0.4375,0.4516,0.7273,32
"371",371,"Win",21,19,11,4,23,0.4878,0.4667,0.5455,0.6765,61,22,15,9,6,28,0.3696,0.375,0.3571,0.55,39
"372",372,"Loss",22,15,9,6,28,0.3696,0.375,0.3571,0.55,39,21,19,11,4,23,0.4878,0.4667,0.5455,0.6765,61
"373",373,"Win",17,16,4,2,18,0.3902,0.4242,0.25,0.9615,54,20,10,10,10,20,0.4318,0.493,0.1765,0.7,40
"374",374,"Loss",20,10,10,10,20,0.4318,0.493,0.1765,0.7,40,17,16,4,2,18,0.3902,0.4242,0.25,0.9615,54
"375",375,"Loss",23,18,11,4,26,0.4051,0.3889,0.44,0.7333,38,19,14,8,2,20,0.5405,0.5862,0.375,0.6875,37
"376",376,"Win",19,14,8,2,20,0.5405,0.5862,0.375,0.6875,37,23,18,11,4,26,0.4051,0.3889,0.44,0.7333,38
"377",377,"Loss",25,11,8,3,24,0.3837,0.4746,0.1852,0.7368,39,18,13,1,3,25,0.4231,0.4737,0.2857,0.8276,48
"378",378,"Win",18,13,1,3,25,0.4231,0.4737,0.2857,0.8276,48,25,11,8,3,24,0.3837,0.4746,0.1852,0.7368,39
"379",379,"Loss",20,20,6,4,22,0.4744,0.4828,0.45,0.7727,38,24,11,13,4,19,0.481,0.4565,0.5152,0.9032,37
"380",380,"Win",24,11,13,4,19,0.481,0.4565,0.5152,0.9032,37,20,20,6,4,22,0.4744,0.4828,0.45,0.7727,38
"381",381,"Win",25,12,4,5,18,0.4272,0.4737,0.2963,0.7895,52,21,13,6,8,25,0.3636,0.3953,0.25,0.8333,61
"382",382,"Loss",21,13,6,8,25,0.3636,0.3953,0.25,0.8333,61,25,12,4,5,18,0.4272,0.4737,0.2963,0.7895,52
"383",383,"Loss",22,18,8,6,19,0.4359,0.4426,0.4118,0.7692,34,26,12,10,9,11,0.4239,0.4533,0.2941,0.7143,48
"384",384,"Win",26,12,10,9,11,0.4239,0.4533,0.2941,0.7143,48,22,18,8,6,19,0.4359,0.4426,0.4118,0.7692,34
"385",385,"Win",26,15,9,2,22,0.4476,0.4598,0.3889,0.7895,51,20,19,9,8,19,0.4556,0.4688,0.4231,0.8947,42
"386",386,"Loss",20,19,9,8,19,0.4556,0.4688,0.4231,0.8947,42,26,15,9,2,22,0.4476,0.4598,0.3889,0.7895,51
